time,x_taker_RHand,y_taker_RHand,z_taker_RHand,dx_taker_RHand,dy_taker_RHand,dz_taker_RHand,ddx_taker_RHand,ddy_taker_RHand,ddz_taker_RHand,x_giver_RHand,y_giver_RHand,z_giver_RHand,dx_giver_RHand,dy_giver_RHand,dz_giver_RHand,ddx_giver_RHand,ddy_giver_RHand,ddz_giver_RHand
0,0.396646051407355,0.171808701830527,-0.277670672562167,-0.201328882955796,-0.0257575735655391,0.082534482763519,-0.61596100143038,-0.100326876888812,0.271354914226405,-0.301457432259366,-0.2232045068833,-0.275456950599,0.0168138803171357,0.109412345892355,0.370478998467757,-0.0980769850134933,0.25945228783085,0.708501625371694
0.0416666666666665,0.383977372872598,0.168903714147208,-0.272277253207461,-0.263243281893171,-0.0411585809433749,0.110463941889357,-0.775511366968644,-0.14928725171794,0.344697235856332,-0.299115146912381,-0.218126691682755,-0.264109168662648,0.0204499557721948,0.129859629602986,0.360354516141805,-0.0629538906390104,0.30198846660951,0.534728217544984
0.083333333333333,0.368844917766432,0.165131525517397,-0.26522745748329,-0.331106164753342,-0.0594843615424498,0.144397782719278,-0.931088249266341,-0.202406711632988,0.430616562541277,-0.295266504244562,-0.212340326544819,-0.252923374339522,0.0365111342440296,0.151166371789674,0.345922890558073,0.0195135901695065,0.339679499095098,0.374093992344813
0.125,0.351713403193672,0.160402530841948,-0.256532624682969,-0.398200357730699,-0.0814065849869651,0.183473461418838,-1.05620896828478,-0.261359799634172,0.524131759861731,-0.289794667053037,-0.206106035029793,-0.241717398524053,0.0631369970456998,0.1709386878717,0.331757719601358,0.133644730214397,0.364494852669558,0.245187479963576
0.166666666666667,0.332849267622399,0.154626778114597,-0.246012686629172,-0.460041954880303,-0.106659657278888,0.227504055263682,-1.133448211461,-0.323596139681645,0.62136171893293,-0.282855381684538,-0.19921955895141,-0.230141988997371,0.0962548262213175,0.19021566097462,0.321598990630086,0.254195882142884,0.381832075587571,0.156303268489491
0.208333333333333,0.313464181682929,0.147970117948131,-0.234320595368794,-0.506962778909621,-0.132347967088647,0.269237521805335,-1.1315802995714,-0.376513010387517,0.690730768273675,-0.275694282008722,-0.192438950441158,-0.219509663917686,0.124011155819979,0.202128142347563,0.304012789665936,0.329422355418159,0.364021106259946,0.0509158959893163
0.25,0.293583226328396,0.139961596948332,-0.220856130793986,-0.542193651939742,-0.162063370027001,0.313444131650114,-1.07863750292649,-0.436878696810432,0.758018092603239,-0.267559048460542,-0.184558332773441,-0.209786879588791,0.15246832661276,0.219325280458089,0.280946190964679,0.393553938520397,0.372241605089837,-0.0602066351000941
0.291666666666667,0.273801426304738,0.130920579684533,-0.205923003727616,-0.561960597591015,-0.190471052223795,0.357162696547516,-0.967341757297362,-0.480414656315137,0.811116977759111,-0.259322423579397,-0.176553041468102,-0.201043355119978,0.174530866704092,0.23251777712338,0.254523140768603,0.417905082660116,0.361296540588686,-0.165043610624729
0.333333333333333,0.25566060340984,0.121139783530992,-0.190512034564513,-0.556800693791751,-0.216026579419669,0.390072208341518,-0.76569965973668,-0.503135848456343,0.80594305846954,-0.253114712904256,-0.16981889538629,-0.192465081343183,0.172249688026671,0.229653518667504,0.232365982416902,0.328900345171242,0.280393157363467,-0.230933074787914
0.375,0.23818402630943,0.110473395537697,-0.174356263925533,-0.541747106252037,-0.240726128040318,0.41734951832944,-0.557959642551152,-0.517711591083328,0.777762379063447,-0.247014328984399,-0.162817851652184,-0.18404751985166,0.168466162075771,0.228280714917908,0.214231715796624,0.252370121328559,0.22254145691106,-0.268181456269568
0.416666666666667,0.222012198406868,0.0994839285002143,-0.158715519294883,-0.51399781879061,-0.259808876346914,0.428967106961639,-0.332326565090356,-0.504785709999204,0.685697090399035,-0.240442607840614,-0.155272110794778,-0.176454029913261,0.168575520912269,0.230514320330843,0.193934627568668,0.20738843626579,0.190934937114279,-0.308705854451017
0.458333333333333,0.208288209834819,0.0884977589387364,-0.144489965358463,-0.467720244562344,-0.271767116702854,0.421200778832366,-0.0660333563013328,-0.462604865883152,0.525486961682335,-0.232460018320142,-0.146859932962936,-0.170189234457902,0.179974812054403,0.239232945501083,0.16846871107142,0.220450076121858,0.194313066873846,-0.364225921357961
0.5,0.196428758868142,0.0777957830060202,-0.13216480412852,-0.413069743133577,-0.275373025084534,0.395525310043259,0.188397784679023,-0.390853367045048,0.316228420431923,-0.222785337295347,-0.137197658483072,-0.16514935609584,0.202211627814473,0.255978984246723,0.141262366408809,0.275830506846815,0.229229327713216,-0.415868581160461
0.541666666666667,0.186900462782772,0.0675915552646236,-0.123029866078162,-0.349485939622758,-0.271812425125604,0.345176343589828,0.43375018489713,-0.301181407408193,0.0378947299904266,-0.214304849360712,-0.128944671767097,-0.160218403710317,0.208109255682397,0.256259026770399,0.122089814421519,0.250795103672264,0.186240122504395,-0.422756400263545
0.583333333333333,0.177918170485021,0.0596656452523358,-0.11599450652823,-0.295419983743728,-0.247044297172609,0.285675799138088,0.594676396686644,-0.133485322837235,-0.230184324387334,-0.206429346104895,-0.12121699540539,-0.155127093511043,0.207486031526266,0.249481911242123,0.111293876337924,0.201187370106498,0.119901078323206,-0.392643726076949
0.625,0.170656290764319,0.0537059542156711,-0.112162132057342,-0.241372202840336,-0.207851679337291,0.209746530809984,0.724553691404596,0.0664531573696741,-0.520791899049579,-0.198527703787675,-0.114248019064104,-0.149646357744642,0.201531243056133,0.235802158978717,0.107873958264543,0.137707176581757,0.0354417259919269,-0.335279082685691
0.666666666666667,0.164908067728623,0.050661458303772,-0.110740004676919,-0.188184893799276,-0.153182392488632,0.130624806676405,0.827433884616386,0.297414993305031,-0.771879926353656,-0.191195683803608,-0.107870226211885,-0.144005853415173,0.191561240881456,0.216017565240075,0.108798642390574,0.0681483202757517,-0.0607207184495052,-0.270593085369422
0.708333333333333,0.160751717620555,0.0499801721957563,-0.110844418965299,-0.137029930286678,-0.091317367078062,0.0582392299249724,0.901692450939688,0.516981324103688,-0.946684744961119,-0.183926178292378,-0.101594668415112,-0.138103029571229,0.182500702485463,0.197170756905157,0.113555650346512,0.0156312674526825,-0.133874809071142,-0.200636841097326
0.75,0.158107749130208,0.0517909075144094,-0.111478368677844,-0.0880248637220726,-0.0249457261613004,0.00095398029739554,0.952979951245028,0.714924289378277,-1.02378199456307,-0.176951070325158,-0.0949345020672407,-0.132169461860814,0.172345930881327,0.18324978993953,0.118677971590976,-0.0319693529720661,-0.171846761880799,-0.141688134333619
0.791666666666667,0.156999627816853,0.0551099126263678,-0.11255188329722,-0.0409769031946436,0.0364021866619415,-0.0420187193037653,0.986332665568978,0.853633168539565,-1.02457655067609,-0.170714317338849,-0.0880129236371,-0.12640367182193,0.159933509272806,0.174850112783473,0.122579440969746,-0.0806951174062653,-0.178252224208482,-0.098525505532373
0.833333333333333,0.156750022778529,0.0595531953323534,-0.112928744584553,-0.00115139865765735,0.089683111435515,-0.063399123497402,0.981614107188705,0.932439049483496,-0.92949686472512,-0.164825452788605,-0.0816157454410263,-0.121652162285281,0.148559437438723,0.164434832747068,0.116986533729877,-0.116302211358889,-0.193953021190435,-0.106178867544912
0.875,0.157349463112069,0.0637878568514268,-0.112864977067014,0.0328834529430213,0.124714634282304,-0.0701300394865834,0.952834733373466,0.91519899937878,-0.789013013296878,-0.160888753929727,-0.0752528990034301,-0.118459672893735,0.125135879130465,0.157033047044484,0.0998757569349297,-0.198857567764081,-0.193332091192981,-0.161901641613366
0.916666666666667,0.158954960779267,0.0667593038961894,-0.112972159445716,0.0618330256918327,0.137136787937643,-0.0717240656717924,0.906476647259264,0.801981226488505,-0.652149181816169,-0.156350022430473,-0.0707238195933553,-0.116280197582868,0.111771438624942,0.136743725462254,0.077720281218349,-0.222739579299704,-0.24932174357918,-0.229657471145296
0.958333333333333,0.161359336153624,0.0681717332314355,-0.113484671047183,0.0867004429757748,0.127738919938686,-0.0713065856877761,0.850422885446042,0.613533888377125,-0.531203328987664,-0.152800071815891,-0.067325713863389,-0.115153756968317,0.0930840585105086,0.112700882955558,0.0523851759351095,-0.264895613717878,-0.310845349215419,-0.298918599519114
1,0.163995929684043,0.0684916707086694,-0.114706136426768,0.104714245680293,0.105317183158835,-0.0742304702477314,0.774908281440413,0.403420588068862,-0.448116941387937,-0.150271740037036,-0.0646541001498003,-0.115462076026597,0.0728919327913402,0.0883475519252169,0.0205307678124819,-0.30519002404468,-0.361852066718249,-0.384048542156433
1.04166666666667,0.167298685811473,0.068567489836134,-0.117457738418042,0.121196098200221,0.0814308649954628,-0.0875928404800544,0.705744889179535,0.225220341784909,-0.425269623407429,-0.148882198191505,-0.0628247101091043,-0.11670209154699,0.0502607911186217,0.062814267846725,-0.0117063992057955,-0.349536347068971,-0.409382227232773,-0.454558796288104
1.08333333333333,0.170890330043693,0.0681373936988103,-0.120953095288219,0.132774862878733,0.0559073738739255,-0.101114602134425,0.627404736185943,0.0724883354469305,-0.406137843470745,-0.147742404318435,-0.0613584928733146,-0.118663543883341,0.0320568251947695,0.0421358270566007,-0.0405289838670409,-0.364870849371011,-0.425890288151581,-0.497466824714261
1.125,0.174688135913494,0.0680432697209492,-0.124459837203847,0.141215123068983,0.0365695399751399,-0.10831694209422,0.550226883102068,-0.0257911405316854,-0.362988568719008,-0.146367339878578,-0.059378793270055,-0.12105845382293,0.0241520324051327,0.0318405179450883,-0.0631552395125947,-0.332534361852575,-0.393646918249567,-0.505075218055206
