time,x_taker_RHand,y_taker_RHand,z_taker_RHand,dx_taker_RHand,dy_taker_RHand,dz_taker_RHand,ddx_taker_RHand,ddy_taker_RHand,ddz_taker_RHand,x_giver_RHand,y_giver_RHand,z_giver_RHand,dx_giver_RHand,dy_giver_RHand,dz_giver_RHand,ddx_giver_RHand,ddy_giver_RHand,ddz_giver_RHand
0,0.264671481013082,0.0989905765434555,-0.238758954100767,-0.305562746375407,-0.0820866728603451,0.208443607996343,-0.902311201218532,0.0128409259210288,0.722294731193036,-0.363508775863101,-0.193514977342756,-0.264718108523237,0.128003488902977,0.221724341844702,0.229643518896203,0.431223386188841,0.464343342099797,0.380238871320963
0.0416666666666665,0.251701616906897,0.0940359874369008,-0.227975094624162,-0.337416950455861,-0.0890701552004153,0.251218294053549,-0.875787431704187,-0.0189852162023304,0.775730279442149,-0.353569379124573,-0.18553292964165,-0.257337623885524,0.17898744638791,0.241011347563103,0.223429713104658,0.575385932008914,0.462394345911185,0.282066467966747
0.083333333333333,0.237974398671688,0.088243374147911,-0.216957288782785,-0.3629159660877,-0.101609084475931,0.282218630369838,-0.827534754412088,-0.0690541126270416,0.768676046921086,-0.341733785076561,-0.176556223350828,-0.250843215745884,0.233490267463949,0.263412200117892,0.208104188855394,0.70999541913783,0.475641579406247,0.161757286802294
0.125,0.22405139871487,0.0823496078827169,-0.207075761406526,-0.376052738322638,-0.115072741207938,0.293243964009844,-0.734393875302985,-0.113627154177332,0.675607791426276,-0.328425634994926,-0.165608735926446,-0.245185621109712,0.285080428047141,0.293376869187936,0.187819559552059,0.804484992128626,0.516053128995895,0.0393661990865585
0.166666666666667,0.210135982158958,0.0759844208696077,-0.197783906476339,-0.380597806535347,-0.13050369018151,0.292960246992862,-0.621017501928588,-0.158400965798262,0.550671777586641,-0.315802786004619,-0.154449905556588,-0.241230621235754,0.316962971795913,0.315931341466668,0.157802749258048,0.798632765726581,0.519429219270688,-0.098812134977624
0.208333333333333,0.196384354018741,0.0685883920497202,-0.189046878708819,-0.379555091078818,-0.147776210088576,0.28373535616444,-0.503516258120446,-0.203190938958531,0.409182440476047,-0.303648614676859,-0.14312599106539,-0.238085027632807,0.334747089139932,0.33223382254499,0.126892032491332,0.731564202590685,0.49373912916529,-0.216286526048567
0.25,0.183580047529894,0.0602718723623345,-0.181719987363065,-0.366980753810541,-0.169860024809676,0.261244792238474,-0.358569632815359,-0.261062166294049,0.236122623423461,-0.292290125933469,-0.132673526130834,-0.235540807832207,0.336145294745026,0.33419414780626,0.0985695087711959,0.606793574175126,0.410594747408169,-0.299959172802335
0.291666666666667,0.171213203724088,0.0513906128859851,-0.175480963645128,-0.351296463352507,-0.190198956580753,0.231530007343209,-0.223946308574314,-0.297859022103644,0.0619852502958806,-0.281855357367629,-0.12382073208232,-0.232992397582075,0.324023421010925,0.320149784019195,0.0778183718125352,0.443892648677446,0.269408345861761,-0.335849338902803
0.333333333333333,0.15898500980876,0.0412257895350599,-0.170918254835711,-0.335824910373469,-0.2121861611407,0.19256517230051,-0.116174103303864,-0.335247955303403,-0.120341615182639,-0.272326414908086,-0.116602362820461,-0.230001014834193,0.303185983659388,0.296879296742602,0.0677202687237237,0.274029477480466,0.114095099118878,-0.31826710379307
0.375,0.147049350225905,0.0310822464905913,-0.168118163238815,-0.319155271391859,-0.226817659820965,0.147426283951302,-0.0235022711070279,-0.332278557957077,-0.296194995422615,-0.264416526426588,-0.111602392699617,-0.226033675099344,0.271389961644716,0.260273273657728,0.07118931510205,0.0887588882837721,-0.0700291767168412,-0.246482256475218
0.416666666666667,0.13577188237529,0.021960203516444,-0.167530265457794,-0.299426134362385,-0.227080886374246,0.0940228064477133,0.0655927370129641,-0.266031831911714,-0.475914439699188,-0.25740302143906,-0.10657110516352,-0.223391679014994,0.23734497819412,0.230408262516119,0.065207022084858,-0.0734720211420972,-0.19304492407769,-0.22745203926484
0.458333333333333,0.12381685507964,0.0142023208380957,-0.169025023196396,-0.291376468202821,-0.209596646881756,0.03489637515829,0.0877420936526732,-0.133205605378925,-0.647853086594802,-0.250512923525618,-0.101940426234596,-0.220314726400012,0.208717599951064,0.207523031097403,0.0649431440118194,-0.182321942598614,-0.26341267464873,-0.187094215552568
0.5,0.112498832005122,0.00819021693955293,-0.172247684957677,-0.279926436806431,-0.179779611929406,-0.0231720097357257,0.120891001682846,0.0294817154839751,-0.783520211932617,-0.244192509071819,-0.096890563518312,-0.217231837645086,0.182343864749171,0.194078487126614,0.0665628796082983,-0.26122397651734,-0.279738431153135,-0.146163011532622
0.541666666666667,0.102640323742706,0.00535775601652543,-0.176454666113974,-0.25850418161119,-0.128209151389343,-0.0732750000424449,0.191590712081698,0.257882368972846,-0.858767876913456,-0.238748075864275,-0.0917173202785045,-0.214551191321477,0.155523055733051,0.185075620051319,0.0653387963967285,-0.327583459064923,-0.273604372505343,-0.125204211800133
0.583333333333333,0.0953153760168195,0.0053161925834616,-0.18046741423855,-0.220371877927196,-0.0646045067536849,-0.107387020657391,0.323106856583636,0.496634628359199,-0.850265867086149,-0.234291241282322,-0.0862364337275795,-0.212476382006271,0.127922618505079,0.180976133216207,0.0586947444395227,-0.385145835714339,-0.247426390510305,-0.131398707858899
