[ 1.5322704  -0.19599141  0.22708367]
[ 1.5276887  -0.19720197  0.2284121 ]
[ 1.5264977  -0.19788468  0.22822931]
[ 1.5264977  -0.19788468  0.22822931]
[ 1.51877    -0.20653924  0.22574168]
[ 1.5126851 -0.2174601  0.2295509]
[ 1.5126851 -0.2174601  0.2295509]
[ 1.5126851 -0.2174601  0.2295509]
