[ 1.5399519  -0.18510304  0.27233344]
[ 1.5400877  -0.18534152  0.27230513]
[ 1.5399235  -0.19438556  0.26829827]
[ 1.5395391  -0.19614883  0.268278  ]
[ 1.5362612  -0.20682032  0.2698527 ]
[ 1.5332419  -0.21143793  0.2682042 ]
[ 1.5332419  -0.21143793  0.2682042 ]
[ 1.5332419  -0.21143793  0.2682042 ]
