[ 1.4766836  -0.11807065  0.17244434]
[ 1.4727975  -0.12674522  0.17510825]
[ 1.4769713  -0.12570818  0.18730181]
[ 1.470927   -0.12714389  0.19028677]
[ 1.470927   -0.12714389  0.19028677]
[ 1.4661745  -0.13686106  0.20112452]
[ 1.4661745  -0.13686106  0.20112452]
[ 1.4305226  -0.13903628  0.19210218]
